id,Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
3303,15300.0,12.9,420.0,16.9,12.9
2268,14600.0,8.88,401.0,11.6,8.88
4633,14700.0,18.1,404.0,23.7,18.1
4080,15300.0,16.0,422.0,20.8,16.0
2518,14800.0,9.86,408.0,12.9,9.86
2439,14800.0,9.55,406.0,12.5,9.55
4037,15300.0,15.8,422.0,20.6,15.8
1893,14100.0,7.41,387.0,9.66,7.42
4244,15300.0,16.6,421.0,21.7,16.6
4829,13500.0,18.9,371.0,24.7,18.9
2640,14900.0,10.3,411.0,13.5,10.3
194,1210.0,0.759,33.3,0.99,0.765
1474,13200.0,5.77,362.0,7.53,5.78
4616,14800.0,18.1,406.0,23.6,18.1
1211,12500.0,4.74,343.0,6.18,4.75
2438,14800.0,9.54,406.0,12.4,9.55
1657,13600.0,6.49,375.0,8.46,6.49
2700,15000.0,10.6,412.0,13.8,10.6
3082,15200.0,12.1,418.0,15.7,12.1
2705,15000.0,10.6,412.0,13.8,10.6
4226,15300.0,16.5,421.0,21.6,16.5
2842,15100.0,11.1,414.0,14.5,11.1
2302,14600.0,9.01,402.0,11.8,9.02
1130,12400.0,4.42,340.0,5.77,4.43
1461,13100.0,5.72,361.0,7.46,5.72
276,1910.0,1.08,52.6,1.41,1.09
2222,14500.0,8.7,400.0,11.3,8.7
2331,14700.0,9.12,403.0,11.9,9.13
4322,15300.0,16.9,420.0,22.1,16.9
1302,12600.0,5.1,347.0,6.65,5.1
2517,14800.0,9.85,408.0,12.9,9.86
222,1430.0,0.868,39.4,1.13,0.875
2036,14300.0,7.97,393.0,10.4,7.98
1924,14100.0,7.53,389.0,9.82,7.54
573,6030.0,2.24,166.0,2.92,2.25
1236,12500.0,4.84,344.0,6.31,4.84
3544,15300.0,13.9,421.0,18.1,13.9
2133,14400.0,8.35,397.0,10.9,8.35
1334,12800.0,5.22,351.0,6.81,5.23
2457,14800.0,9.62,407.0,12.5,9.62
418,3500.0,1.64,96.3,2.13,1.64
4914,12300.0,19.2,337.0,25.1,19.2
1104,12400.0,4.32,340.0,5.64,4.33
257,1740.0,1.0,47.9,1.31,1.01
295,2090.0,1.15,57.4,1.51,1.16
2361,14700.0,9.24,404.0,12.1,9.25
386,2990.0,1.51,82.3,1.97,1.52
3308,15300.0,12.9,420.0,16.9,13.0
4013,15300.0,15.7,422.0,20.5,15.7
2231,14600.0,8.73,400.0,11.4,8.74
2554,14900.0,10.0,409.0,13.0,10.0
4335,15300.0,17.0,419.0,22.1,17.0
3515,15300.0,13.8,421.0,17.9,13.8
1839,14000.0,7.2,385.0,9.39,7.2
4384,15200.0,17.2,418.0,22.4,17.2
1563,13400.0,6.12,369.0,7.98,6.12
2015,14300.0,7.89,392.0,10.3,7.89
1400,13000.0,5.48,356.0,7.15,5.49
712,8780.0,2.79,241.0,3.63,2.79
2420,14800.0,9.47,406.0,12.4,9.48
2619,14900.0,10.3,410.0,13.4,10.3
209,1330.0,0.817,36.5,1.07,0.824
4944,11600.0,19.4,319.0,25.2,19.4
1289,12600.0,5.05,346.0,6.58,5.05
449,3950.0,1.76,109.0,2.29,1.76
4091,15300.0,16.0,422.0,20.9,16.0
2569,14900.0,10.1,409.0,13.1,10.1
1820,14000.0,7.12,384.0,9.29,7.13
958,12300.0,3.75,338.0,4.89,3.76
1793,13900.0,7.02,382.0,9.15,7.02
4786,13900.0,18.7,381.0,24.4,18.7
654,7600.0,2.56,209.0,3.34,2.57
2407,14700.0,9.42,405.0,12.3,9.43
3852,15400.0,15.1,422.0,19.7,15.1
1995,14200.0,7.81,392.0,10.2,7.81
1760,13800.0,6.89,380.0,8.99,6.89
2354,14700.0,9.21,404.0,12.0,9.22
2741,15000.0,10.7,413.0,14.0,10.7
2617,14900.0,10.2,410.0,13.4,10.2
411,3380.0,1.61,93.0,2.1,1.61
1774,13900.0,6.94,381.0,9.06,6.95
3978,15400.0,15.6,422.0,20.3,15.6
2186,14500.0,8.56,399.0,11.2,8.56
2379,14700.0,9.31,405.0,12.1,9.32
3963,15400.0,15.5,422.0,20.2,15.5
4311,15300.0,16.9,420.0,22.0,16.9
4774,14000.0,18.7,384.0,24.4,18.7
3702,15300.0,14.5,422.0,18.9,14.5
3972,15400.0,15.5,422.0,20.3,15.6
4765,14000.0,18.7,386.0,24.3,18.7
3558,15300.0,13.9,421.0,18.2,13.9
4110,15300.0,16.1,422.0,21.0,16.1
3497,15300.0,13.7,421.0,17.9,13.7
3765,15400.0,14.7,422.0,19.2,14.7
430,3700.0,1.68,102.0,2.19,1.69
4484,15100.0,17.6,415.0,22.9,17.6
2321,14700.0,9.08,403.0,11.8,9.09
1366,12900.0,5.35,354.0,6.97,5.35
1992,14200.0,7.8,391.0,10.2,7.8
2851,15100.0,11.2,414.0,14.6,11.2
1176,12400.0,4.6,342.0,6.0,4.61
3528,15300.0,13.8,421.0,18.0,13.8
1476,13200.0,5.78,362.0,7.54,5.78
3740,15300.0,14.6,422.0,19.1,14.6
2045,14300.0,8.0,394.0,10.4,8.01
102,568.0,0.399,15.6,0.52,0.405
4331,15300.0,17.0,419.0,22.1,17.0
2992,15100.0,11.7,416.0,15.3,11.7
1263,12500.0,4.94,345.0,6.45,4.95
2881,15100.0,11.3,415.0,14.7,11.3
3138,15200.0,12.3,418.0,16.0,12.3
3622,15300.0,14.2,422.0,18.5,14.2
3203,15200.0,12.5,419.0,16.4,12.5
4278,15300.0,16.7,420.0,21.8,16.8
3299,15300.0,12.9,420.0,16.8,12.9
4993,9660.0,19.5,266.0,25.5,19.5
3633,15300.0,14.2,422.0,18.5,14.2
1643,13600.0,6.43,374.0,8.39,6.44
4505,15000.0,17.6,414.0,23.0,17.6
0,1.67,0.0,0.0458,0.0,0.00593
1580,13500.0,6.18,370.0,8.07,6.19
4422,15200.0,17.3,417.0,22.6,17.3
4116,15300.0,16.1,422.0,21.0,16.1
1356,12800.0,5.31,353.0,6.92,5.31
4201,15300.0,16.4,421.0,21.4,16.4
4574,14900.0,17.9,409.0,23.4,17.9
3733,15300.0,14.6,422.0,19.1,14.6
2025,14300.0,7.93,393.0,10.3,7.93
2218,14500.0,8.68,400.0,11.3,8.69
396,3140.0,1.55,86.4,2.02,1.56
4941,11700.0,19.3,321.0,25.2,19.3
1064,12300.0,4.16,338.0,5.43,4.17
3080,15200.0,12.1,418.0,15.7,12.1
2153,14500.0,8.43,398.0,11.0,8.43
818,10900.0,3.2,300.0,4.18,3.21
1812,13900.0,7.09,383.0,9.25,7.1
2552,14900.0,9.99,409.0,13.0,9.99
1552,13400.0,6.07,368.0,7.92,6.08
4047,15300.0,15.8,422.0,20.7,15.8
816,10900.0,3.19,299.0,4.17,3.2
1572,13400.0,6.15,369.0,8.03,6.16
4552,14900.0,17.8,411.0,23.2,17.8
1800,13900.0,7.05,383.0,9.19,7.05
4287,15300.0,16.8,420.0,21.9,16.8
381,2930.0,1.49,80.6,1.94,1.5
2874,15100.0,11.2,415.0,14.7,11.3
4347,15200.0,17.0,419.0,22.2,17.0
4626,14700.0,18.1,405.0,23.6,18.1
3503,15300.0,13.7,421.0,17.9,13.7
2311,14600.0,9.05,403.0,11.8,9.05
1780,13900.0,6.97,382.0,9.09,6.97
2726,15000.0,10.7,412.0,13.9,10.7
2437,14800.0,9.54,406.0,12.4,9.54
2333,14700.0,9.13,403.0,11.9,9.14
864,11700.0,3.38,323.0,4.41,3.39
3638,15300.0,14.2,422.0,18.6,14.2
3164,15200.0,12.4,418.0,16.2,12.4
554,5680.0,2.17,156.0,2.83,2.17
1159,12400.0,4.54,341.0,5.92,4.54
1213,12500.0,4.75,344.0,6.19,4.75
3760,15400.0,14.7,422.0,19.2,14.7
4213,15300.0,16.5,421.0,21.5,16.5
48,84.4,0.187,2.32,0.244,0.194
2367,14700.0,9.26,404.0,12.1,9.27
700,8540.0,2.74,235.0,3.57,2.75
652,7560.0,2.55,208.0,3.33,2.56
3933,15400.0,15.4,422.0,20.1,15.4
4409,15200.0,17.3,417.0,22.5,17.3
3311,15300.0,13.0,420.0,16.9,13.0
748,9530.0,2.93,262.0,3.82,2.93
1455,13100.0,5.7,361.0,7.43,5.7
4195,15300.0,16.4,421.0,21.4,16.4
2389,14700.0,9.35,405.0,12.2,9.36
3494,15300.0,13.7,421.0,17.8,13.7
866,11800.0,3.39,324.0,4.42,3.4
752,9610.0,2.94,264.0,3.84,2.95
1644,13600.0,6.43,374.0,8.39,6.44
92,524.0,0.36,14.4,0.469,0.366
4824,13500.0,18.9,372.0,24.6,18.9
3101,15200.0,12.1,418.0,15.8,12.1
2432,14800.0,9.52,406.0,12.4,9.53
2629,14900.0,10.3,410.0,13.4,10.3
1490,13200.0,5.83,364.0,7.61,5.84
2895,15100.0,11.3,415.0,14.8,11.3
2177,14500.0,8.52,398.0,11.1,8.53
729,9140.0,2.85,251.0,3.72,2.86
4759,14100.0,18.6,387.0,24.3,18.6
2471,14800.0,9.67,407.0,12.6,9.68
2242,14600.0,8.78,400.0,11.4,8.78
1936,14200.0,7.58,389.0,9.88,7.58
1745,13800.0,6.83,380.0,8.91,6.84
4746,14200.0,18.6,389.0,24.2,18.6
4373,15200.0,17.1,418.0,22.3,17.1
3491,15300.0,13.7,421.0,17.8,13.7
1110,12400.0,4.34,340.0,5.67,4.35
3337,15300.0,13.1,420.0,17.0,13.1
4032,15300.0,15.8,422.0,20.6,15.8
4471,15100.0,17.5,415.0,22.8,17.5
4157,15300.0,16.3,421.0,21.2,16.3
346,2570.0,1.35,70.6,1.77,1.36
1185,12400.0,4.64,341.0,6.05,4.64
4006,15400.0,15.7,422.0,20.5,15.7
1515,13300.0,5.93,365.0,7.73,5.94
4669,14600.0,18.3,400.0,23.8,18.3
578,6120.0,2.26,168.0,2.95,2.27
1964,14200.0,7.69,390.0,10.0,7.69
75,367.0,0.293,10.1,0.382,0.299
1429,13100.0,5.59,359.0,7.3,5.6
3712,15300.0,14.5,422.0,19.0,14.5
4430,15200.0,17.3,417.0,22.6,17.3
2751,15000.0,10.8,413.0,14.0,10.8
4952,11400.0,19.4,313.0,25.3,19.4
1846,14000.0,7.23,385.0,9.42,7.23
131,731.0,0.512,20.1,0.668,0.519
178,1090.0,0.696,30.0,0.908,0.703
2899,15100.0,11.3,415.0,14.8,11.4
4466,15100.0,17.5,415.0,22.8,17.5
4194,15300.0,16.4,421.0,21.4,16.4
2522,14800.0,9.87,408.0,12.9,9.88
1842,14000.0,7.21,385.0,9.41,7.22
2098,14400.0,8.21,396.0,10.7,8.22
3949,15400.0,15.5,422.0,20.2,15.5
2373,14700.0,9.29,404.0,12.1,9.29
604,6610.0,2.36,182.0,3.08,2.37
2627,14900.0,10.3,410.0,13.4,10.3
25,21.7,0.097,0.596,0.127,0.104
658,7680.0,2.58,211.0,3.36,2.58
4977,10500.0,19.5,289.0,25.4,19.5
3317,15300.0,13.0,420.0,16.9,13.0
3868,15400.0,15.1,422.0,19.7,15.1
173,1060.0,0.676,29.0,0.882,0.683
1611,13500.0,6.31,372.0,8.22,6.31
437,3820.0,1.71,105.0,2.23,1.72
331,2420.0,1.3,66.6,1.69,1.3
3100,15200.0,12.1,418.0,15.8,12.1
1454,13100.0,5.69,361.0,7.42,5.7
342,2530.0,1.34,69.5,1.75,1.34
3209,15200.0,12.6,419.0,16.4,12.6
4576,14900.0,17.9,409.0,23.4,17.9
1088,12400.0,4.26,340.0,5.55,4.26
479,4410.0,1.87,121.0,2.44,1.88
727,9100.0,2.85,250.0,3.71,2.85
3783,15400.0,14.8,422.0,19.3,14.8
976,12300.0,3.82,338.0,4.98,3.83
3784,15400.0,14.8,422.0,19.3,14.8
2977,15100.0,11.7,416.0,15.2,11.7
1928,14100.0,7.55,389.0,9.84,7.55
1468,13200.0,5.75,362.0,7.49,5.75
1224,12500.0,4.79,344.0,6.25,4.8
2856,15100.0,11.2,414.0,14.6,11.2
1952,14200.0,7.64,390.0,9.97,7.65
4830,13500.0,18.9,371.0,24.7,18.9
4500,15100.0,17.6,414.0,23.0,17.6
1892,14100.0,7.41,387.0,9.66,7.41
1299,12600.0,5.08,347.0,6.63,5.09
2990,15100.0,11.7,416.0,15.3,11.7
4599,14800.0,18.0,407.0,23.5,18.0
660,7720.0,2.58,212.0,3.37,2.59
4577,14900.0,17.9,409.0,23.4,17.9
4073,15300.0,15.9,422.0,20.8,15.9
2784,15000.0,10.9,413.0,14.2,10.9
4937,11800.0,19.3,323.0,25.2,19.3
3827,15400.0,15.0,422.0,19.5,15.0
2714,15000.0,10.6,412.0,13.9,10.6
4657,14600.0,18.2,401.0,23.8,18.2
267,1830.0,1.04,50.3,1.36,1.05
4442,15100.0,17.4,416.0,22.7,17.4
4959,11200.0,19.4,307.0,25.3,19.4
3372,15300.0,13.2,420.0,17.2,13.2
3595,15300.0,14.1,422.0,18.4,14.1
4316,15300.0,16.9,420.0,22.0,16.9
3722,15300.0,14.6,422.0,19.0,14.6
3406,15300.0,13.3,420.0,17.4,13.3
1278,12600.0,5.0,346.0,6.52,5.01
4640,14700.0,18.2,403.0,23.7,18.2
3917,15400.0,15.3,422.0,20.0,15.3
2678,15000.0,10.5,411.0,13.7,10.5
1621,13500.0,6.34,372.0,8.28,6.35
4103,15300.0,16.1,422.0,20.9,16.1
2857,15100.0,11.2,414.0,14.6,11.2
1896,14100.0,7.42,387.0,9.68,7.43
3924,15400.0,15.4,422.0,20.0,15.4
3014,15200.0,11.8,417.0,15.4,11.8
4438,15200.0,17.4,417.0,22.7,17.4
67,248.0,0.262,6.81,0.342,0.268
2042,14300.0,7.99,393.0,10.4,8.0
2580,14900.0,10.1,409.0,13.2,10.1
3782,15400.0,14.8,422.0,19.3,14.8
3790,15400.0,14.8,422.0,19.4,14.8
820,11000.0,3.21,302.0,4.19,3.22
1226,12500.0,4.8,344.0,6.26,4.8
2991,15100.0,11.7,416.0,15.3,11.7
3132,15200.0,12.3,418.0,16.0,12.3
2743,15000.0,10.7,413.0,14.0,10.7
4457,15100.0,17.4,416.0,22.8,17.5
4269,15300.0,16.7,420.0,21.8,16.7
3349,15300.0,13.1,420.0,17.1,13.1
1143,12400.0,4.47,340.0,5.83,4.48
397,3160.0,1.55,86.8,2.03,1.56
2906,15100.0,11.4,415.0,14.8,11.4
4301,15300.0,16.8,420.0,22.0,16.8
2759,15000.0,10.8,413.0,14.1,10.8
1398,13000.0,5.47,356.0,7.14,5.48
1659,13600.0,6.49,375.0,8.47,6.5
979,12300.0,3.83,338.0,5.0,3.84
1298,12600.0,5.08,347.0,6.63,5.09
3555,15300.0,13.9,421.0,18.2,13.9
82,475.0,0.32,13.1,0.417,0.327
4507,15000.0,17.6,413.0,23.0,17.6
2458,14800.0,9.62,407.0,12.6,9.63
3739,15300.0,14.6,422.0,19.1,14.6
3781,15400.0,14.8,422.0,19.3,14.8
2288,14600.0,8.96,402.0,11.7,8.96
423,3590.0,1.66,98.6,2.16,1.66
4339,15300.0,17.0,419.0,22.2,17.0
1904,14100.0,7.45,388.0,9.72,7.46
4538,15000.0,17.8,412.0,23.2,17.8
3352,15300.0,13.1,420.0,17.1,13.1
3102,15200.0,12.1,418.0,15.8,12.1
1565,13400.0,6.13,369.0,7.99,6.13
3355,15300.0,13.1,420.0,17.1,13.1
839,11300.0,3.28,311.0,4.28,3.29
500,4750.0,1.96,131.0,2.55,1.96
141,806.0,0.551,22.2,0.719,0.558
1377,12900.0,5.39,355.0,7.03,5.4
3697,15300.0,14.5,422.0,18.9,14.5
2144,14500.0,8.39,397.0,10.9,8.4
1138,12400.0,4.45,340.0,5.81,4.46
2927,15100.0,11.5,416.0,14.9,11.5
1787,13900.0,6.99,382.0,9.12,7.0
3484,15300.0,13.6,421.0,17.8,13.6
550,5610.0,2.15,154.0,2.81,2.16
4906,12400.0,19.2,341.0,25.0,19.2
2019,14300.0,7.9,393.0,10.3,7.91
948,12300.0,3.71,338.0,4.84,3.72
2600,14900.0,10.2,410.0,13.3,10.2
532,5300.0,2.08,146.0,2.72,2.09
1829,14000.0,7.16,384.0,9.34,7.16
2917,15100.0,11.4,415.0,14.9,11.4
4418,15200.0,17.3,417.0,22.6,17.3
3871,15400.0,15.2,422.0,19.8,15.2
1602,13500.0,6.27,371.0,8.18,6.28
639,7300.0,2.5,201.0,3.26,2.51
4832,13500.0,18.9,370.0,24.7,18.9
967,12300.0,3.78,338.0,4.94,3.79
4237,15300.0,16.6,421.0,21.6,16.6
2697,15000.0,10.6,412.0,13.8,10.6
1683,13700.0,6.59,376.0,8.59,6.59
4470,15100.0,17.5,415.0,22.8,17.5
2342,14700.0,9.17,404.0,12.0,9.17
155,918.0,0.606,25.2,0.791,0.613
2487,14800.0,9.73,407.0,12.7,9.74
4641,14700.0,18.2,403.0,23.7,18.2
1089,12400.0,4.26,340.0,5.56,4.27
2655,14900.0,10.4,411.0,13.6,10.4
4240,15300.0,16.6,421.0,21.6,16.6
288,2020.0,1.13,55.6,1.47,1.13
930,12200.0,3.64,336.0,4.75,3.65
2535,14900.0,9.92,408.0,12.9,9.93
4028,15300.0,15.8,422.0,20.6,15.8
3371,15300.0,13.2,420.0,17.2,13.2
4621,14700.0,18.1,405.0,23.6,18.1
3291,15300.0,12.9,420.0,16.8,12.9
942,12300.0,3.69,337.0,4.81,3.69
3859,15400.0,15.1,422.0,19.7,15.1
4662,14600.0,18.2,401.0,23.8,18.3
1698,13700.0,6.65,377.0,8.67,6.65
4708,14400.0,18.4,395.0,24.0,18.4
3200,15200.0,12.5,419.0,16.3,12.5
4601,14800.0,18.0,407.0,23.5,18.0
4608,14800.0,18.0,406.0,23.5,18.0
985,12300.0,3.86,337.0,5.03,3.86
3318,15300.0,13.0,420.0,16.9,13.0
2867,15100.0,11.2,415.0,14.6,11.2
4056,15300.0,15.9,422.0,20.7,15.9
4777,13900.0,18.7,383.0,24.4,18.7
981,12300.0,3.84,338.0,5.01,3.85
2492,14800.0,9.75,407.0,12.7,9.76
3792,15400.0,14.8,422.0,19.4,14.8
3548,15300.0,13.9,421.0,18.1,13.9
2942,15100.0,11.5,416.0,15.0,11.5
3527,15300.0,13.8,421.0,18.0,13.8
3845,15400.0,15.1,422.0,19.6,15.1
1457,13100.0,5.7,361.0,7.44,5.71
1395,13000.0,5.46,356.0,7.12,5.47
264,1800.0,1.03,49.6,1.35,1.04
4095,15300.0,16.0,422.0,20.9,16.0
929,12200.0,3.64,336.0,4.74,3.64
4871,13000.0,19.1,357.0,24.9,19.1
2692,15000.0,10.5,412.0,13.7,10.5
246,1640.0,0.962,45.2,1.25,0.969
3589,15300.0,14.0,421.0,18.3,14.1
1758,13800.0,6.88,380.0,8.98,6.89
4865,13100.0,19.0,359.0,24.8,19.0
2810,15100.0,11.0,414.0,14.3,11.0
923,12200.0,3.61,335.0,4.71,3.62
2880,15100.0,11.3,415.0,14.7,11.3
268,1840.0,1.05,50.6,1.37,1.05
669,7900.0,2.62,217.0,3.42,2.62
4475,15100.0,17.5,415.0,22.8,17.5
1910,14100.0,7.48,388.0,9.75,7.48
2985,15100.0,11.7,416.0,15.2,11.7
1152,12400.0,4.51,341.0,5.88,4.51
4817,13600.0,18.9,374.0,24.6,18.9
3455,15300.0,13.5,421.0,17.6,13.5
4241,15300.0,16.6,421.0,21.7,16.6
4549,14900.0,17.8,411.0,23.2,17.8
2172,14500.0,8.5,398.0,11.1,8.51
4515,15000.0,17.7,413.0,23.1,17.7
1915,14100.0,7.5,388.0,9.78,7.5
612,6760.0,2.4,186.0,3.12,2.4
2406,14700.0,9.42,405.0,12.3,9.42
4205,15300.0,16.5,421.0,21.5,16.5
1898,14100.0,7.43,387.0,9.69,7.43
1649,13600.0,6.45,374.0,8.42,6.46
2607,14900.0,10.2,410.0,13.3,10.2
258,1750.0,1.01,48.1,1.32,1.02
847,11500.0,3.32,315.0,4.32,3.32
4251,15300.0,16.6,421.0,21.7,16.6
1233,12500.0,4.83,344.0,6.29,4.83
1127,12400.0,4.41,340.0,5.75,4.42
1967,14200.0,7.7,390.0,10.0,7.7
558,5750.0,2.18,158.0,2.85,2.19
3905,15400.0,15.3,422.0,19.9,15.3
484,4490.0,1.89,123.0,2.47,1.9
1320,12700.0,5.17,350.0,6.74,5.17
3404,15300.0,13.3,420.0,17.4,13.3
7,7.5,0.027,0.206,0.0352,0.0333
3279,15300.0,12.8,420.0,16.7,12.8
3189,15200.0,12.5,419.0,16.3,12.5
1450,13100.0,5.68,360.0,7.4,5.68
3980,15400.0,15.6,422.0,20.3,15.6
1814,13900.0,7.1,383.0,9.26,7.11
773,10000.0,3.03,276.0,3.95,3.03
1011,12200.0,3.96,335.0,5.16,3.96
2818,15100.0,11.0,414.0,14.4,11.0
3275,15300.0,12.8,419.0,16.7,12.8
1991,14200.0,7.79,391.0,10.2,7.8
1277,12600.0,5.0,346.0,6.52,5.0
1783,13900.0,6.98,382.0,9.1,6.98
3105,15200.0,12.2,418.0,15.9,12.2
446,3910.0,1.75,107.0,2.28,1.75
880,12000.0,3.44,329.0,4.49,3.45
4459,15100.0,17.5,416.0,22.8,17.5
781,10200.0,3.06,280.0,3.99,3.06
1749,13800.0,6.85,380.0,8.93,6.85
3388,15300.0,13.3,420.0,17.3,13.3
4881,12800.0,19.1,353.0,24.9,19.1
883,12000.0,3.46,330.0,4.51,3.46
2944,15100.0,11.5,416.0,15.0,11.5
1091,12400.0,4.27,340.0,5.57,4.28
4783,13900.0,18.7,382.0,24.4,18.7
531,5280.0,2.08,145.0,2.71,2.08
4022,15300.0,15.7,422.0,20.5,15.7
4421,15200.0,17.3,417.0,22.6,17.3
4098,15300.0,16.0,422.0,20.9,16.0
1727,13800.0,6.76,379.0,8.82,6.77
610,6720.0,2.39,185.0,3.11,2.39
570,5970.0,2.23,164.0,2.91,2.24
2671,15000.0,10.5,411.0,13.6,10.5
3718,15300.0,14.6,422.0,19.0,14.6
343,2540.0,1.34,69.8,1.75,1.35
3000,15200.0,11.7,417.0,15.3,11.7
3139,15200.0,12.3,418.0,16.0,12.3
434,3770.0,1.7,104.0,2.21,1.7
1903,14100.0,7.45,388.0,9.72,7.45
3804,15400.0,14.9,422.0,19.4,14.9
4776,14000.0,18.7,384.0,24.4,18.7
2069,14400.0,8.1,395.0,10.6,8.1
1537,13300.0,6.02,367.0,7.85,6.02
2252,14600.0,8.81,401.0,11.5,8.82
2346,14700.0,9.18,404.0,12.0,9.19
1517,13300.0,5.94,365.0,7.74,5.94
965,12300.0,3.78,338.0,4.93,3.78
4406,15200.0,17.2,418.0,22.5,17.3
528,5220.0,2.07,144.0,2.7,2.07
176,1080.0,0.688,29.6,0.897,0.695
3482,15300.0,13.6,421.0,17.8,13.6
2543,14900.0,9.95,409.0,13.0,9.96
4935,11800.0,19.3,325.0,25.2,19.3
572,6010.0,2.24,165.0,2.92,2.24
2299,14600.0,9.0,402.0,11.7,9.0
3508,15300.0,13.7,421.0,17.9,13.7
2459,14800.0,9.62,407.0,12.6,9.63
3609,15300.0,14.1,422.0,18.4,14.1
4554,14900.0,17.8,411.0,23.3,17.8
2208,14500.0,8.64,399.0,11.3,8.65
4720,14300.0,18.5,393.0,24.1,18.5
2755,15000.0,10.8,413.0,14.1,10.8
383,2960.0,1.5,81.3,1.95,1.51
852,11600.0,3.33,318.0,4.35,3.34
1880,14100.0,7.36,387.0,9.6,7.36
370,2810.0,1.45,77.2,1.89,1.45
2378,14700.0,9.31,405.0,12.1,9.31
4323,15300.0,16.9,420.0,22.1,16.9
1105,12400.0,4.32,340.0,5.64,4.33
3413,15300.0,13.4,420.0,17.4,13.4
3946,15400.0,15.4,422.0,20.1,15.5
1336,12800.0,5.23,351.0,6.82,5.24
2189,14500.0,8.57,399.0,11.2,8.57
4594,14800.0,18.0,407.0,23.5,18.0
2319,14700.0,9.08,403.0,11.8,9.08
4705,14400.0,18.4,396.0,24.0,18.4
3710,15300.0,14.5,422.0,18.9,14.5
4848,13300.0,19.0,365.0,24.8,19.0
1171,12400.0,4.58,342.0,5.98,4.59
4325,15300.0,16.9,419.0,22.1,16.9
2694,15000.0,10.5,412.0,13.8,10.6
1422,13000.0,5.57,358.0,7.26,5.57
2341,14700.0,9.16,404.0,12.0,9.17
2651,14900.0,10.4,411.0,13.5,10.4
4155,15300.0,16.3,421.0,21.2,16.3
1464,13200.0,5.73,362.0,7.47,5.74
874,11900.0,3.42,327.0,4.46,3.43
3339,15300.0,13.1,420.0,17.0,13.1
4340,15200.0,17.0,419.0,22.2,17.0
1251,12500.0,4.9,344.0,6.39,4.9
2348,14700.0,9.19,404.0,12.0,9.2
840,11300.0,3.29,312.0,4.29,3.29
4568,14900.0,17.9,409.0,23.3,17.9
581,6180.0,2.27,170.0,2.97,2.28
204,1290.0,0.798,35.5,1.04,0.804
1641,13600.0,6.42,374.0,8.38,6.43
2014,14300.0,7.88,392.0,10.3,7.89
905,12200.0,3.54,334.0,4.62,3.55
631,7140.0,2.47,196.0,3.22,2.48
3364,15300.0,13.2,420.0,17.2,13.2
1974,14200.0,7.73,391.0,10.1,7.73
162,979.0,0.633,26.9,0.826,0.64
3172,15200.0,12.4,418.0,16.2,12.4
3612,15300.0,14.1,422.0,18.4,14.1
4675,14500.0,18.3,399.0,23.9,18.3
617,6860.0,2.41,189.0,3.15,2.42
4068,15300.0,15.9,422.0,20.8,15.9
1431,13100.0,5.6,359.0,7.31,5.61
547,5560.0,2.14,153.0,2.79,2.15
3334,15300.0,13.0,420.0,17.0,13.1
4546,15000.0,17.8,411.0,23.2,17.8
4223,15300.0,16.5,421.0,21.6,16.5
2387,14700.0,9.34,405.0,12.2,9.35
4243,15300.0,16.6,421.0,21.7,16.6
3995,15400.0,15.6,422.0,20.4,15.6
4065,15300.0,15.9,422.0,20.8,15.9
1861,14000.0,7.28,386.0,9.5,7.29
640,7320.0,2.5,201.0,3.27,2.51
3902,15400.0,15.3,422.0,19.9,15.3
637,7260.0,2.49,199.0,3.25,2.5
4262,15300.0,16.7,420.0,21.8,16.7
3910,15400.0,15.3,422.0,20.0,15.3
2986,15100.0,11.7,416.0,15.2,11.7
2096,14400.0,8.2,396.0,10.7,8.21
4611,14800.0,18.0,406.0,23.5,18.1
3075,15200.0,12.0,417.0,15.7,12.0
3674,15300.0,14.4,422.0,18.8,14.4
2841,15100.0,11.1,414.0,14.5,11.1
921,12200.0,3.6,335.0,4.7,3.61
546,5540.0,2.14,152.0,2.79,2.14
3666,15300.0,14.3,422.0,18.7,14.4
1900,14100.0,7.44,387.0,9.7,7.44
2028,14300.0,7.94,393.0,10.4,7.94
2301,14600.0,9.01,402.0,11.7,9.01
1885,14100.0,7.38,387.0,9.62,7.38
1642,13600.0,6.43,374.0,8.38,6.43
3509,15300.0,13.7,421.0,17.9,13.7
4809,13700.0,18.8,376.0,24.6,18.8
2097,14400.0,8.21,396.0,10.7,8.21
4357,15200.0,17.1,419.0,22.2,17.1
3788,15400.0,14.8,422.0,19.3,14.8
4494,15100.0,17.6,414.0,22.9,17.6
4967,10900.0,19.4,299.0,25.4,19.4
836,11300.0,3.27,310.0,4.27,3.28
601,6550.0,2.35,180.0,3.07,2.36
2184,14500.0,8.55,399.0,11.2,8.55
3865,15400.0,15.1,422.0,19.7,15.1
2481,14800.0,9.71,407.0,12.7,9.72
4307,15300.0,16.9,420.0,22.0,16.9
1582,13500.0,6.19,370.0,8.08,6.2
4266,15300.0,16.7,420.0,21.8,16.7
2533,14900.0,9.91,408.0,12.9,9.92
2725,15000.0,10.7,412.0,13.9,10.7
1070,12300.0,4.19,339.0,5.46,4.19
1775,13900.0,6.95,381.0,9.06,6.95
4808,13700.0,18.8,376.0,24.5,18.8
1283,12600.0,5.02,346.0,6.55,5.03
3050,15200.0,11.9,417.0,15.6,11.9
4753,14100.0,18.6,388.0,24.3,18.6
1836,14000.0,7.19,384.0,9.37,7.19
